block,timestamp,pool,eth_amount,usdc_amount,price,direction,tx_hash,block_price_min,block_price_max,block_price_mean,block_price_std,block_price_range,block_relative_range,block_slippage,prev_price,local_slippage
19000784,1705182875,v3_0.05%,35.42383042037419,91014.927572,2569.313552259225,buy,03e87c7e95d0e38f9d9f83d30dcc041607814990b7319b27387db6154a6e9bb6,2569.313552259225,2578.298613563828,2573.8060829115266,6.353397777861503,8.985061304602823,0.0034909628057288576,-0.0017454814028644288,2578.298613563828,-0.003484880012475867
19000785,1705182887,v2,0.013428737210849593,34.623956,2578.347871162895,sell,ff597508fcc61b103852ddda36063d3c6902c80474514839189048ca51df17e5,2568.8900036527334,2578.347871162895,2573.618937407814,6.687722251999018,9.457867510161577,0.003674929249505631,0.0018374646247529037,,
19000785,1705182887,v3_0.05%,0.1820801876821933,467.743974,2568.8900036527334,buy,86c218eb70eeaf5ade4e236bf869af0e84423c2133b3142f774c80c66da94f89,2568.8900036527334,2578.347871162895,2573.618937407814,6.687722251999018,9.457867510161577,0.003674929249505631,-0.0018374646247527272,2578.347871162895,-0.003668189081830862
19000787,1705182911,v3_0.05%,2.63,6756.092762,2568.856563498099,buy,bdd7583a1c281aea03e0d926e59c2274ca6e5bec5a6c4fa19c9153db986aa27a,2568.856563498099,2568.856563498099,2568.856563498099,,0.0,0.0,0.0,,
19000789,1705182935,v3_0.05%,0.7064806277465471,1816.647433,2571.4044542092242,sell,1a55aa4306478ece6382c05efb2ba3add2825a63405944278d6e314cdefb5924,2568.8420306648036,2571.4044542092242,2570.1232424370137,1.8119070645317517,2.5624235444206533,0.0009970041522175959,0.0004985020761088864,,
19000789,1705182935,v3_0.05%,0.003726920879413644,9.573871,2568.8420306648036,buy,aa51d1d5b4ae94c03006037ade8639c9c1ad458f2ebfa81e1ecb54f7399e21a0,2568.8420306648036,2571.4044542092242,2570.1232424370137,1.8119070645317517,2.5624235444206533,0.0009970041522175959,-0.0004985020761087095,2571.4044542092242,-0.0009965073912142177
19000790,1705182947,v3_0.05%,25.350911225188103,65195.3125,2571.714756952144,sell,e167c9bd1035feed9774ef66900fc672936f9c4e1f62fffe749a9a1f7d03bb8c,2569.4388026841743,2572.0279203872287,2571.0604933411823,1.4131271261067815,2.5891177030543986,0.0010070232535407016,0.0002544722742448462,,
19000790,1705182947,v3_0.05%,0.5541672354727882,1423.898798,2569.4388026841743,buy,411eac215b0a6bba753bb3da0d4f42c822ec15c7dd826625a2dd335489068dc8,2569.4388026841743,2572.0279203872287,2571.0604933411823,1.4131271261067815,2.5891177030543986,0.0010070232535407016,-0.0006307477638927739,2571.714756952144,-0.0008849948314901559
19000790,1705182947,v3_0.05%,2.043625143154997,5256.260927,2572.0279203872287,sell,f867e75f5c7787dd7b9315e5b49146ed4574afadde759d68f8c168a674640fe5,2569.4388026841743,2572.0279203872287,2571.0604933411823,1.4131271261067815,2.5891177030543986,0.0010070232535407016,0.00037627548964792764,2569.4388026841743,0.0010076588320958129
19000791,1705182959,v3_0.05%,6.604119851972849,16986.66116,2572.1309638142884,sell,945af1031560cad16d2d2ed235c7a697df9a901d7a16a93cbb4536ca6a0875da,2572.1309638142884,2572.1309638142884,2572.1309638142884,,0.0,0.0,0.0,,
