bin_start_ts,start_block,end_block,num_swaps,total_eth,total_usdc,vwap
1708318800,19259570,19259618,54,934.8341992812856,2703274.479234,2891.715430728056
1708319400,19259620,19259667,54,359.5407197262954,1039035.3676630001,2889.8962221969687
1708320000,19259670,19259718,53,207.04893503879356,599045.8708800001,2893.2574358219244
1708320600,19259719,19259767,58,1104.8353570851173,3196458.570231,2893.1537624431244
1708321200,19259768,19259816,59,1902.8978231205062,5497481.358179,2889.005017181554
1708321800,19259818,19259862,80,1269.3819802646094,3681110.541589,2899.92342637608
1708322400,19259864,19259911,89,1914.2704012928782,5582991.854114,2916.511612122982
1708323000,19259912,19259960,85,1729.923116814279,5069854.746764999,2930.6821196200526
1708323600,19259962,19260009,93,527.361015252256,1542947.1198749999,2925.7891183650577
1708324200,19260011,19260060,85,1221.9077356755363,3575869.221217001,2926.4641812256536
1708324800,19260061,19260110,80,609.5449678148561,1780153.0713459998,2920.462255192804
1708325400,19260111,19260156,79,449.4346071740665,1313215.3803940003,2921.9275939856375
1708326000,19260158,19260203,69,263.15811804684563,769175.48536,2922.864364089565
1708326600,19260207,19260255,116,657.2900181939932,1921669.2860909998,2923.624629765542
1708327200,19260257,19260306,89,369.304539185345,1080916.39529,2926.8971285173243
1708327800,19260307,19260356,63,262.4334921611995,768006.069093,2926.4788681059545
1708328400,19260357,19260404,64,259.3166867527907,758103.412161,2923.4655958862686
1708329000,19260407,19260455,54,334.27620858060214,977396.6279600001,2923.919210733557
1708329600,19260458,19260504,65,452.5692942197345,1323490.273662,2924.392552843875
1708330200,19260506,19260554,62,250.28967156130864,730747.3621079999,2919.6065404920346
1708330800,19260556,19260604,71,373.4462894491396,1090083.1996880001,2918.9825431013173
1708331400,19260605,19260654,74,531.8999014272403,1550407.4489,2914.848159850775
1708332000,19260655,19260704,72,581.3292205328721,1691688.893938,2910.0358870440455
1708332600,19260705,19260753,84,1065.6791210915771,3094393.047196,2903.681779958687
1708333200,19260755,19260802,47,460.2040654773151,1338714.6136420001,2908.958686085292
1708333800,19260804,19260851,61,309.54585537007625,901407.1286899999,2912.0310062375943
1708334400,19260853,19260899,63,703.4263187046546,2050619.0078230002,2915.186641863463
1708335000,19260903,19260949,57,332.0186609467481,967523.0329429999,2914.0622101905865
1708335600,19260950,19260997,62,4649.613724121146,13464826.292798001,2895.902131169633
1708336200,19260998,19261047,60,367.6673022307496,1070304.2836000002,2911.0673620040125
1708336800,19261049,19261096,58,366.7954299815269,1067552.5414649998,2910.4848485128764
1708337400,19261097,19261146,64,152.9096406541442,445550.107983,2913.8130602946035
1708338000,19261147,19261193,90,1688.2856563527916,4903825.763153999,2904.6185073607435
1708338600,19261196,19261245,59,351.0405457581839,1020421.3249260001,2906.8474774675246
1708339200,19261246,19261293,45,282.46808852832135,822654.1997430001,2912.3792497378604
1708339800,19261294,19261343,62,243.533910630426,708846.087608,2910.6668790931003
1708340400,19261345,19261393,65,464.47329596979284,1352678.892868,2912.2856030801217
1708341000,19261396,19261442,51,124.75541462425294,362772.02327500004,2907.8659581038796
1708341600,19261444,19261491,39,524.9496923737654,1528979.3191150003,2912.620659326653
1708342200,19261498,19261540,35,146.72969559523656,427654.786001,2914.5755688113304
1708342800,19261541,19261588,50,190.97839521627643,556428.996912,2913.5703872779086
1708343400,19261591,19261638,52,163.74520351177765,476999.13473299996,2913.057143067345
1708344000,19261640,19261687,52,283.73213479580323,825411.7158569999,2909.123129288945
1708344600,19261689,19261737,53,235.84346766834386,686621.795287,2911.345402419903
1708345200,19261739,19261788,65,292.67372124699324,851383.873207,2908.9863947453623
1708345800,19261789,19261836,53,160.79101230649215,467936.156164,2910.2133847633377
1708346400,19261838,19261884,55,238.3403552794909,694273.1298449999,2912.9482878837593
1708347000,19261888,19261933,64,768.7129556525431,2239767.834175,2913.6595366390197
1708347600,19261935,19261983,47,416.84191460475046,1212530.2222040002,2908.8490857588577
1708348200,19261985,19262031,48,530.257906660549,1542066.3463829998,2908.1439937305304
1708348800,19262035,19262082,54,384.9316748058493,1118290.6880959999,2905.1667121445385
